32,3,'2200 Sean Center Suite 819','New Amber','Colorado','Russian Federation','30288',false,'Shipping',48.40151450,-61.98388000,'988-868-8953','Jack Ford','Morales Ltd','Suite 653',"'Jackson, Rogers and Brown'",'10 Floor','Gate1D','Do not leave unattended','Commercial','2021-02-07 13:35:24.978114','2022-11-29 04:16:24.381971'
33,58,'576 Johnathan Valleys Apt. 536','West Caroline','Kansas','Austria','07436',true,'Billing',-51.40575250,7.41971200,'904-555-5629','John Duncan','Elliott and Sons','Apartment 828','Scott-Jones','16 Floor',NULL,'Leave with neighbor','Residential','2019-04-17 21:01:42.531758','2022-09-10 00:38:00.783784'
34,71,'0066 Reed Fall Apt. 778','East Benjaminfort','Alabama','El Salvador','86270',true,'Shipping',-59.13064900,-108.53667000,'6699420881','Jonathan Morgan','Watson-Kelley','Suite 94','Martin-Ayala','6 Floor','Gate1A','Call upon arrival','Commercial','2020-05-20 11:06:47.360542','2023-12-02 19:40:25.073972'
35,72,'489 Laura Forge Suite 401','North Davidchester','Utah','Greece','48801',false,'Home',-11.81537300,20.64198700,'(970)845-2142','Crystal Rivera MD','Campos-Jacobs','Unit 47','Edwards PLC','3 Floor','Gate4D','Leave at frontdesk','Commercial','2020-04-27 02:04:08.53898','2022-02-11 10:32:50.314363'
36,22,'596 Walters Shoal','Lake Luis','Georgia','United Kingdom','34630',false,'Billing',54.43970300,96.06698800,'(860)520-8104','Colton Lane',"'Mendoza, Jenkins and Carlson'",'Apartment 243',"'Mack, Smith and Garcia'",'10 Floor','Gate3D','Leave at front door','Residential','2016-04-12 19:47:28.395484','2021-05-24 13:47:33.309031'
37,94,'35355 Martinez Port','West Michaelville','Kentucky','Central African Republic','24158',false,'Shipping',-34.20716300,-179.33625600,'(546)779-5348','Kelly Lewis','Walker-Rodgers','Suite 319','Keith Inc','13 Floor','Gate4B','Leave at front door','Commercial','2017-11-28 07:13:10.990677','2023-08-20 03:08:15.055123'
38,7,'71550 Young Causeway','West Michael','New Hampshire','Monaco','90034',true,'Work',-43.01606400,93.37057600,'(438)289-8818','Jonathan Bryan',"'Chaney, Raymond and Davis'",'Suite 507','Cook LLC','19 Floor',NULL,'Leave at frontdesk','Commercial','2020-10-20 06:33:05.47496','2021-09-28 02:12:36.388753'
39,97,'146 Amy Ridges','New Michaelland','Mississippi','Lebanon','52391',true,'Shipping',-65.63573250,58.69974800,'932-552-5857','Chase Beck',"'Green, Burnett and Miller'",'Suite 12',"'Hughes, Ford and Costa'",'10 Floor',NULL,'Do not leave unattended','Residential','2017-10-15 00:50:51.015076','2021-06-16 10:26:00.211219'
40,91,'21122 Frank Grove Suite 147','Stewarttown','South Carolina','Bulgaria','61479',true,'Home',-11.85098500,102.87786400,'4202823154','Chelsey Ross',"'Greer, Sanchez and Graham'",'Apartment 233','Hunter-King','8 Floor',NULL,'Leave at frontdesk','Residential','2016-06-15 19:26:16.820891','2022-02-13 20:39:28.705021'
41,65,'0959 Christine Crossing Suite 690','Lake Taylorhaven','Rhode Island','United States Minor Outlying Islands','34564',true,'Billing',12.54191300,156.40313300,'2867513145','Anthony Green',"'Holden, Jordan and Gray'",'Unit 698','Blair Inc','1 Floor','Gate3B','Leave with neighbor','Commercial','2020-04-12 23:51:50.110492','2022-09-03 23:39:14.185872'
42,40,'6212 Kevin Flats Suite 413','Jonesbury','Arizona','Nigeria','48670',true,'Shipping',-81.20580200,-134.45572000,'2803281737','Brittany Griffin',"'Johnson, Perry and Moore'",'Unit 819',"'Ware, Brandt and Lopez'",'11 Floor','Gate3C','Leave at frontdesk','Residential','2017-02-04 04:50:23.79816','2019-04-22 13:34:15.443115'
43,62,'42005 Aaron Mountains','Port Janet','Oregon','Lesotho','24249',true,'Billing',-3.84193350,58.59977400,'(953)474-3805','Eric Blair','Myers and Sons','Apartment 291','Pineda LLC','20 Floor',NULL,'Do not leave unattended','Commercial','2014-12-24 15:17:31.005752','2017-07-01 21:43:23.381968'
44,95,'6479 Nathan Streets Suite 307','South Kristen','Kansas','San Marino','43668',true,'Billing',59.44382750,135.30012500,'7943798896','Robert Fuller',"'White, Vaughn and Graham'",'Unit 428','Johnson-Powell','18 Floor','Gate4C','Call upon arrival','Residential','2020-10-08 07:39:24.625479','2024-02-01 11:26:28.496894'
45,74,'9006 Lawson Villages','South Robert','Louisiana','Palestinian Territory','12890',false,'Billing',24.96823050,128.64110000,'976-701-0956','Charles Erickson','Rodriguez and Sons','Apartment 223','Blanchard LLC','7 Floor','Gate1B','Leave at frontdesk','Residential','2023-07-02 08:41:00.177181','2023-12-20 00:23:47.401302'
46,38,'22977 Johnson Ville Apt. 769','East Sherriside','Colorado','Panama','99832',true,'Work',2.44325700,-143.81317000,'(550)841-7546','Melissa Lee','Johnson LLC','Unit 653','Williams Group','12 Floor',NULL,'Leave at front door','Commercial','2016-04-07 21:03:43.859124','2017-12-29 13:43:38.624399'
47,70,'46603 Robert Club','East Bryan','Ohio','British Indian Ocean Territory (Chagos Archipelago)','90943',true,'Work',-83.88440750,116.15215200,'6619721881','Deanna Robinson',"'Hernandez, Henry and Massey'",'Unit 632',"'Sharp, Buck and Franklin'",'19 Floor',NULL,'Call upon arrival','Commercial','2023-08-22 20:02:44.779125','2023-09-23 06:29:53.641486'
48,45,'7943 Lori Mission Suite 225','Valdezchester','South Dakota','Eritrea','95464',false,'Work',2.57559500,104.66847700,'(980)638-4800','Michael White','Tucker Ltd','Unit 518','Figueroa Group','13 Floor',NULL,'Call upon arrival','Residential','2019-08-16 11:40:16.889115','2023-08-12 22:45:26.125193'
49,89,'4277 Fisher Skyway','Larsonberg','Maryland','Antigua and Barbuda','38312',false,'Billing',12.69363350,-94.39953600,'3647041484','Marcus Sawyer','Soto Group','Suite 523','Moore Inc','11 Floor','Gate3D','Leave at front door','Commercial','2022-05-26 17:18:33.60914','2022-08-05 04:19:39.41599'
50,8,'08471 Clark Rapids Suite 959','North Annafort','Virginia','San Marino','70164',false,'Shipping',-42.06634250,-176.78380500,'(684)481-8982','James Williams',"'Rogers, Jackson and Jones'",'Apartment 59','Henderson-Farmer','14 Floor','Gate4A','Call upon arrival','Residential','2020-11-07 06:40:09.076052','2022-12-05 15:08:08.819564'
51,23,'298 Parker Estates','Port Kimland','Louisiana','Sri Lanka','08208',false,'Work',26.64046200,-110.11217200,'6974403920','Troy Foster','Gonzalez-Blankenship','Unit 860',"'King, Perez and Thompson'",'20 Floor','Gate1C','Leave at front door','Commercial','2023-03-16 16:30:56.153022','2024-02-04 22:59:11.442197'
52,4,'889 Garcia Forge','Michaelbury','New York','Somalia','54535',true,'Work',72.27507700,49.44200300,'344-603-7642','Billy Wolf',"'Fuller, Martinez and House'",'Apartment 189',"'Gonzalez, Lee and Thompson'",'12 Floor','Gate4C','Leave at frontdesk','Commercial','2022-03-30 05:23:11.390888','2023-06-05 15:18:32.083266'
53,88,'91526 Guzman Lock Apt. 570','East Claireberg','Alaska','Moldova','49983',false,'Billing',56.46486850,-95.96645800,'(848)702-2101','Luke Molina','Ward-Smith','Suite 398','Wade-Henderson','2 Floor','Gate2A','Leave at front door','Residential','2015-06-05 03:37:43.300225','2019-02-22 06:30:46.964017'
54,18,'137 Robert Expressway','Port Nichole','New Jersey','Timor-Leste','98305',false,'Work',88.34205250,159.36495000,'477-463-9774','Robin Burton','Dixon Ltd','Unit 238','Smith-Lee','3 Floor',NULL,'Leave with neighbor','Commercial','2021-10-29 22:08:49.214164','2021-11-08 07:49:17.09535'
55,20,'354 Christopher Springs Apt. 402','Port Omarmouth','New York','Central African Republic','52585',false,'Work',-16.68510200,-143.91583200,'7955932156','Victor Gilmore',"'Williams, Li and Williams'",'Suite 450','Douglas-Alvarado','3 Floor','Gate2C','Leave at front door','Residential','2020-05-26 01:31:35.609468','2023-05-31 21:01:30.627682'
56,36,'73419 Duarte Haven','South Conniebury','North Dakota','Panama','57776',true,'Home',-74.62926900,-153.39827900,'6412689710','Kelsey Sharp','Williamson-Brandt','Suite 429',"'Massey, Jenkins and Roy'",'5 Floor','Gate1D','Leave with neighbor','Residential','2023-05-05 16:31:27.550734','2023-11-06 01:20:41.455195'
57,23,'5688 Madeline Causeway','Lake Keith','New Hampshire','Qatar','34341',false,'Billing',-67.37940650,129.63889500,'(612)869-7949','Dr. Daniel Schaefer','Orr and Sons','Apartment 778',"'Thompson, Simpson and Blake'",'7 Floor',NULL,'Do not leave unattended','Residential','2021-06-27 07:55:52.69902','2024-01-25 11:32:35.408773'
58,74,'303 Lara Lock','West Thomasberg','Ohio','French Guiana','94983',true,'Home',-11.11818350,-92.12060800,'916-633-4295','Kristi Miller','Alvarez-Soto','Unit 888','Webb-Wilson','19 Floor','Gate3A','Leave at front door','Residential','2014-03-19 15:07:48.051452','2020-11-16 19:51:45.714067'
59,42,'678 Mcdonald Parkways Apt. 577','South Stanleyton','Nebraska','Guinea','19972',true,'Work',-58.63899300,6.52213600,'240-552-0587','Derrick Riley','Larsen-Newman','Unit 658',"'Irwin, Petty and Heath'",'3 Floor',NULL,'Call upon arrival','Commercial','2015-10-24 02:59:36.694087','2020-05-17 04:15:54.099672'
60,79,'08792 Jennings Center Suite 351','South Daniel','New Jersey','Palau','11765',true,'Home',-55.51440050,-18.98236800,'(523)797-0083','Rose Taylor','Lambert-Taylor','Unit 744','Jimenez PLC','14 Floor',NULL,'Do not leave unattended','Commercial','2019-07-31 15:53:20.698654','2021-06-19 00:40:52.281293'
61,89,'2975 Wesley Stream','Davistown','Ohio','Svalbard & Jan Mayen Islands','56959',false,'Work',15.38308850,-32.86753500,'755-494-2275','Cassandra Santiago','Compton and Sons','Apartment 933','Jones-Tanner','16 Floor','Gate4C','Leave with neighbor','Commercial','2018-05-26 07:02:43.156504','2024-01-29 15:20:51.342416'
62,3,'22708 Sheppard Alley Suite 460','North Brianborough','Indiana','Western Sahara','04934',false,'Shipping',-10.27866250,-179.02295900,'727-441-3582','Gabriel Griffin','Calderon PLC','Suite 650',"'Cooper, Lewis and Lester'",'2 Floor','Gate2A','Leave at front door','Commercial','2023-10-06 22:00:54.728128','2023-11-22 02:43:40.130352'
63,86,'863 Susan Forge Apt. 950','Charlesberg','Wisconsin','Denmark','82678',true,'Work',-56.43434800,2.27719500,'601-557-0839','Edward Harrison','Hansen-Smith','Unit 186','Diaz Inc','10 Floor',NULL,'Leave at frontdesk','Residential','2018-05-05 16:45:48.586811','2023-06-28 11:31:34.281098'
64,56,'650 Jones Islands','Lake Denise','Tennessee','Senegal','62374',false,'Work',43.93403300,-114.45703300,'7638417494','Julia Logan','Ingram and Sons','Suite 902','Harris and Sons','12 Floor','Gate1A',NULL,'Residential','2018-11-28 12:45:31.190432','2020-07-03 05:26:54.460705'
65,44,'0916 Melendez Expressway','Zacharybury','Maine','Samoa','70792',false,'Billing',-56.65199950,71.87274100,'917-721-4639','Emily Porter','Johnson PLC','Unit 770',"'Williams, Medina and Williams'",'20 Floor','Gate1C','Do not leave unattended','Residential','2017-05-13 10:36:15.825755','2020-02-05 02:15:16.316656'
66,47,'00044 Emily Summit Suite 208','Sherrybury','Mississippi','Denmark','06164',true,'Shipping',-70.35140200,16.34060500,'(327)331-5462','Kayla King','Lynch-Beck','Unit 992',"'Rodriguez, Khan and Rodriguez'",'15 Floor','Gate3D','Do not leave unattended','Commercial','2015-12-22 16:58:58.993226','2022-05-11 01:13:49.29002'
67,26,'146 Garcia Groves','Weavertown','Illinois','Heard Island and McDonald Islands','09661',false,'Shipping',50.91171200,113.72248800,'8197339252','Charles Sullivan','Clark PLC','Suite 825','Stevens Ltd','11 Floor','Gate4A','Do not leave unattended','Residential','2017-09-27 01:53:54.62409','2020-08-29 23:04:40.284367'
68,5,'631 Hays Point','Wattsland','Massachusetts','Montenegro','31896',false,'Home',80.23770950,102.10258800,'6157049610','Joanna Wagner',"'Hamilton, Johnson and Vasquez'",'Unit 365','Wang and Sons','7 Floor',NULL,'Leave at front door','Residential','2018-07-31 09:02:47.219308','2022-02-18 12:13:49.062158'
69,35,'93799 Kelly Walk','Virginiastad','Massachusetts','Switzerland','59772',false,'Shipping',-52.39178450,114.40676900,'741-424-0010','Angela Yang','Thomas-Patel','Unit 438',"'Wright, Alexander and Ellis'",'6 Floor',NULL,'Call upon arrival','Commercial','2021-10-24 07:02:30.421341','2023-11-13 01:47:19.903249'
70,67,'040 Dixon Prairie Suite 316','Fullerland','Georgia','Palau','19394',true,'Work',75.62090200,170.91708800,'7577568805','Christopher Martin','Thomas-Meyer','Apartment 763',"'Armstrong, Orozco and Garrett'",'2 Floor','Gate3D','Leave at frontdesk','Residential','2017-10-13 03:30:57.451126','2020-04-08 02:02:28.793887'
71,5,'65544 Patterson River','New Robinview','Delaware','Belgium','50953',false,'Shipping',19.27601600,121.14896500,'6834995986','Donald Smith',"'Daniels, Young and Lopez'",'Apartment 696','Bush LLC','13 Floor','Gate2A','Do not leave unattended','Residential','2019-08-12 19:08:59.037555','2020-07-10 21:21:33.51495'
72,37,'6285 Johnson Ford','West Andrew','Virginia','Jamaica','17052',false,'Work',8.97045600,144.31625800,'(380)322-0799','Melissa Turner','Miller-Henderson','Apartment 129','Smith-Webster','5 Floor',NULL,'Leave at front door','Residential','2020-06-21 00:35:37.962969','2022-10-25 20:31:14.796846'
73,29,'56874 Kathryn Turnpike Apt. 115','Robertsside','Arkansas','Martinique','90763',true,'Work',-22.89671800,-147.99852100,'2199521719','Damon Lopez',"'Strickland, Salazar and Olson'",'Suite 269',"'Rogers, Cline and Long'",'10 Floor','Gate1D','Leave with neighbor','Residential','2020-02-15 00:35:27.867095','2023-03-28 03:25:09.324139'
74,93,'32910 Gerald Spurs Apt. 533','North Saramouth','Maryland','Malaysia','37657',false,'Billing',60.20070000,-45.12738600,'309-491-8144','Stacey Smith','Spears-Brown','Apartment 843',"'Tyler, Houston and Tran'",'17 Floor',NULL,NULL,'Commercial','2023-07-18 04:56:37.307606','2023-12-06 16:35:35.182804'
75,88,'62389 Harrell Course Apt. 519','Lake Jennaberg','Louisiana','Israel','04032',true,'Work',-80.16972000,25.69902600,'(827)419-3090','Todd Smith',"'Miller, Clark and Leonard'",'Apartment 774',"'Perkins, Nelson and Daniels'",'8 Floor','Gate4A',NULL,'Commercial','2022-05-19 00:35:16.161178','2022-09-28 09:27:36.601991'
76,92,'53393 Burton Points','Lake Lisafurt','Illinois','Uruguay','22078',false,'Work',-64.39946950,14.29885500,'291-270-1437','Jeffery Bates','Harris-Rangel','Apartment 716','Schneider-Evans','8 Floor','Gate4B','Leave with neighbor','Commercial','2017-03-20 04:34:10.588525','2020-02-05 13:19:52.044288'
77,33,'0694 Frederick Ways','Thomasshire','Montana','Brunei Darussalam','34173',false,'Home',23.79003550,160.52397300,'837-561-2582','Susan King','Miller and Sons','Suite 867','Floyd LLC','13 Floor',NULL,'Call upon arrival','Residential','2014-08-06 14:07:59.517843','2021-09-27 01:22:07.776688'
78,52,'0147 Zachary Crescent','East Michael','New York','Burundi','40191',true,'Work',66.58959750,27.90897100,'6073831488','Alexander Williams',"'Jackson, Jackson and Fernandez'",'Suite 105','Nicholson-Hernandez','2 Floor','Gate1A','Leave at front door','Residential','2019-11-28 04:16:08.210248','2020-02-12 19:09:56.012544'
79,75,'3941 Brittany Club Apt. 299','Lake Cynthia','Minnesota','Congo','99841',false,'Home',39.11458850,133.83606300,'216-712-6009','Derrick Green','Harper Group','Apartment 132',"'Allen, Peters and Robertson'",'20 Floor','Gate2B','Leave with neighbor','Commercial','2022-08-24 23:45:04.991705','2022-11-13 11:57:09.567291'
80,8,'574 Trevor Ridge','Thomasmouth','Montana','Yemen','36693',true,'Shipping',-37.23108550,62.48664200,'(348)292-7389','Joseph Charles','Leon Inc','Apartment 669','Arellano-Newton','19 Floor','Gate2C','Leave at front door','Commercial','2018-10-16 20:18:17.45107','2019-08-28 11:27:20.279097'
81,39,'0543 Madeline Flat Suite 202','Karenborough','Wyoming','Congo','14347',true,'Shipping',-33.92432400,19.24354700,'(537)868-5318','Steven Eaton',"'Bishop, Payne and Scott'",'Apartment 145','Martin Ltd','19 Floor',NULL,'Leave with neighbor','Commercial','2022-03-17 21:03:08.139914','2023-03-30 05:35:11.4799'
82,53,'1155 Jarvis Branch','Dawnville','Mississippi','Italy','36394',true,'Billing',-26.05540500,112.71622500,'872-301-6077','Melissa Nichols',"'Schwartz, Gray and White'",'Suite 256',"'Chan, Wilson and Macdonald'",'13 Floor',NULL,'Leave with neighbor','Commercial','2016-05-21 00:45:29.838081','2017-12-22 21:14:58.623321'
83,50,'338 Bailey Square Apt. 951','Jenniferhaven','Illinois','Montenegro','78006',true,'Billing',38.02344750,174.41411900,'8862907441','Thomas Harris','Clark LLC','Unit 406','Pruitt-Taylor','15 Floor',NULL,'Leave with neighbor','Commercial','2016-02-13 13:13:07.839864','2022-12-28 14:33:03.064688'
84,40,'21679 Barnes Point','Austinmouth','Texas','Egypt','65560',false,'Work',55.84964050,-57.17362900,'369-818-8803','Kelly Nunez','Owens Group','Unit 563',"'Anderson, Edwards and Rivera'",'4 Floor',NULL,NULL,'Residential','2015-05-07 08:31:11.835728','2018-09-25 20:12:42.472717'
85,94,'29791 Erik Ranch Suite 342','Jenniferburgh','Mississippi','Cayman Islands','09548',true,'Work',24.00722750,-30.65115800,'9077475992','Tracy Johnson','Salas-Montoya','Apartment 207',"'Hudson, Bailey and White'",'7 Floor','Gate1B','Leave with neighbor','Residential','2014-09-10 13:54:00.165984','2021-01-26 18:49:32.150947'
